Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
V0015;"7427020038326-Lavadora EVVO PURE 12DX";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";44;43;43;0;0;0
05287;"Ventilador de trípode ForceSilence 1600 Woody Smart";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05292;"Ventilador de pie EnergySilence 600 MaxFlow";"Cuidado del aire";"Ventilación";"Ventiladores de pie";16;-55;-55;0;0;0
05294;"Ventilador de pie EnergySilence 620 MaxFlow Smart";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05304;"Termoventilador vertical y horizontal Ready Warm 9700 Dual Force";"Cuidado del aire";"Calefacción";"Termoventiladores";3;2;2;0;0;0
05629;"Ozonizador TotalPure 5000 Max Ozone";"Cuidado del aire";"Tratamiento del aire";"Generadores de ozono";338;336;336;0;0;0
05339;"Radiador aceite 9 módulos Ready Warm 5800 Space 360º";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05354;"Toallero eléctrico con calefactor Ready Warm 9780 Ceramic Towel";"Cuidado del aire";"Calefacción";"Toalleros eléctricos";0;0;0;0;0;0
05368;"Calefactor cerámico ReadyWarm 6300 Ceramic Touch";"Cuidado del aire";"Calefacción";"Calefactores cerámicos de sobremesa";5;5;5;0;0;0
05369;"Calefactor cerámico ReadyWarm 6350 Ceramic Touch Connected";"Cuidado del aire";"Calefacción";"Calefactores cerámicos de sobremesa";0;0;0;0;0;0
05397;"Termoventilador Ready Warm 9790 Force";"Cuidado del aire";"Calefacción";"Termoventiladores";1;-12;-12;0;0;0
05405;"Hidrolimpiadora profesional HidroBoost 3200 Induction Pro";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";0;0;0;0;0;0
03001;"Freidora dietetica Cecofry Compact Combi 4 L";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";91;90;90;0;0;0
02445;"Frigori´fico Bolero CoolMarket SBS 559 Glass D";"GAE";"Frigoríficos";"Frigoríficos americanos";178;175;175;0;0;0
V0009;"7427136074973-Lavadora EVVO w3.10dxe";"GAE";"Lavadoras y secadoras";"Lavadoras de carga frontal";38;38;38;0;0;0
L4126;"SS23AO02-M-Camiseta unisex";"Ropa";"Ropa";"Ropa";1;0;0;0;0;0
05616;"Ozonizador TotalPure 1000 Ozone";"Cuidado del aire";"Tratamiento del aire";"Generadores de ozono";0;0;0;0;0;0
07347;"Casco BrainGuard Sprinter Grey L-XL";"Movilidad";"";"";500;500;500;0;0;0
07348;"Casco BrainGuard Sprinter Green S-M";"Movilidad";"";"";500;500;500;0;0;0
04753;"Exprimidor eléctrico ZitrusEasy (Exclusivo Consum)";"PAE Cocina";"Lavavajillas";"Fregonas eléctricas BLDC";24228;0;24228;0;0;0
04751;"Horno de sobremesa Bake&Toast White (Exclusivo Consum)";"PAE Cocina";"Lavavajillas";"Jarras purificadoras";4818;0;4818;0;0;1644
07346;"Casco BrainGuard Sprinter Grey S-M";"Movilidad";"";"";498;498;498;0;0;0
07349;"Casco BrainGuard Sprinter Green L-XL";"Movilidad";"";"";498;498;498;0;0;0
L4749;"SS23MT01-M-Camiseta Volantes";"Ropa";"Ropa";"Ropa";27;26;26;0;0;0
09323;"Aspirador de mano Conga Rockstar Hand Pure 8,4V (Exclusivo Eroski)";"Gama Marrón";"Centros de planchado";"Sartenes";4800;4800;4800;0;0;0
05676;"Robot Aspirador Conga 2290 Ultra Home";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
05691;"Robot aspirador Conga 1990 Vital";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
L5194;"SS23RO11-M-Short Lazada";"Ropa";"Ropa";"Ropa";5;5;5;0;0;0
05692;"Robot aspirador Conga 1990 Titanium";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
02710;"Vinoteca Bolero GrandSommelier 1230 CoolWood";"GAE";"Vinotecas";"Vinotecas";0;0;0;0;0;492
02713;"Vinoteca Bolero GrandSommelier 1230 CoolCrystal Compressor";"GAE";"Vinotecas";"Vinotecas";626;626;626;0;0;0
04752;"Cafetera espresso Power Espresso (Exclusivo Consum)";"PAE Cocina";"Lavavajillas";"Robots aspiradores";6810;0;6810;0;0;0
04750;"Freidora dietética Cecofry Full Inox Pro (Exclusivo Consum)";"PAE Cocina";"Lavavajillas";"Aspiradores verticales batería";12254;0;12254;0;0;0
04748;"Cepillo de aire Bamba CeramicCare One&Only (Exclusivo Consum)";"Cuidado personal";"Robots";"Cortapelos con cable";0;0;12850;0;0;12850
07111;"Motocicleta Eléctrica E-route 85 Shadow";"Movilidad";"Motocicletas eléctricas";"Motocicletas eléctricas";0;0;0;0;0;0
07499;"Flow PureVital 1000 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07507;"Flow PureVital 2500 CecoFresh 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07508;"Flow PureVital 2500 CecoFresh 180x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07509;"Flow PureVital 2500 CecoFresh 180x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07510;"Flow PureVital 2500 CecoFresh 200x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07511;"Flow PureVital 2500 CecoFresh 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07512;"Flow PureVital 4500 CecoFresh 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07513;"Flow PureVital 4500 CecoFresh 105x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07514;"Flow PureVital 4500 CecoFresh 135x190";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
07515;"Flow PureVital 4500 CecoFresh 135x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07516;"Flow PureVital 4500 CecoFresh 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07517;"Flow PureVital 4500 CecoFresh 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07518;"Flow PureVital 4500 CecoFresh 160x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07519;"Flow PureVital 4500 CecoFresh 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07521;"Flow PureVital 4500 CecoFresh 180x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07522;"Flow PureVital 4500 CecoFresh 200x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07524;"Flow PureHybrid 5000 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07525;"Flow PureHybrid 5000 105x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07526;"Flow PureHybrid 5000 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07528;"Flow PureHybrid 5000 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07529;"Flow PureHybrid 5000 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07530;"Flow PureHybrid 5000 160x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07531;"Flow PureHybrid 5000 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07532;"Flow PureHybrid 5000 180x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07533;"Flow PureHybrid 5000 180x200";"Descanso";"Descanso";"Descanso";10;10;10;0;0;0
07534;"Flow PureHybrid 5000 200x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07535;"Flow PureHybrid 5000 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07536;"Flow PureHybrid 5500 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07537;"Colchón Flow Genuine T 160X200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07538;"Flow PureHybrid 5500 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07539;"Flow PureHybrid 5500 135x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07540;"Flow PureHybrid 5500 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07621;"Colchón Flow HybridSpring Fresh 6090 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07633;"Colchón Flow Genuine T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07637;"Colchón Flow Genuine T 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07668;"Colchón Flow HybridSpring Fresh 5950 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07669;"Colchón Flow HybridSpring Fresh 5950 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07670;"Colchón Flow HybridSpring Fresh 5950 105X190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07671;"Colchón Flow HybridSpring Fresh 5950 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07672;"Colchón Flow HybridSpring Fresh 5950 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07673;"Colchón Flow HybridSpring Fresh 5950 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07764;"Colchón Flow HybridSpring Fresh 6090 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07765;"Colchón Flow HybridSpring Fresh 6090 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07766;"Colchón Flow HybridSpring Fresh 6090 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07767;"Colchón Flow HybridLuxe Fresh 6990 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07768;"Colchón Flow HybridLuxe Fresh 6990 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07769;"Colchón Flow HybridLuxe Fresh 6990 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07770;"Colchón Flow HybridLuxe Fresh 6990 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07771;"Colchón Flow HybridLuxe Fresh 6990 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07772;"Colchón Flow HybridLuxe Fresh 6990 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08045;"Heladera Gelacy 1200 Touch X";"PAE Cocina";"Heladeras";"Heladeras";0;0;0;0;0;0
08046;"Heladera Gelacy 1200 Touch M";"PAE Cocina";"Heladeras";"Heladeras";0;0;0;0;0;0
08047;"Heladera Gelacy 1200 Touch S";"PAE Cocina";"Heladeras";"Heladeras";0;0;0;0;0;0
08048;"Heladera Gelacy 1200 Touch T";"PAE Cocina";"Heladeras";"Heladeras";0;0;0;0;0;0
07622;"Colchón Flow HybridSpring Fresh 6090 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07623;"Colchón Flow HybridSpring Fresh 6090 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
05757;"Aspirador vertical digital Conga Rockstar 890 Advance ErgoFlex";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;0;0;0;0;0
07387;"Colchón Flow PureVital 2990";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07388;"Colchón Flow PureVital 3990";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07390;"Colchón Flow PureVital 5990";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07391;"Colchón Flow 6990 Hybrid";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07392;"Colchón Flow 7990 Hybrid";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07393;"Colchón Flow 8990 Hybrid";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07394;"Colchón Flow One +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07395;"Colchón Flow Original +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07396;"Colchón Flow Hybrid +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07397;"Colchón Flow Two +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07398;"Colchón Flow Genuine +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07399;"Colchón Flow e-Hybrid +";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08026;"Fun Cooking Fun Pizza&Co M";"PAE Cocina";"Fun Cooking";"Pizza maker";0;0;0;0;0;0
08028;"Fun Cooking Fun GourmetFondue M";"PAE Cocina";"Fun Cooking";"Fondues";0;0;0;0;0;0
08142;"Hidrolimpiadoras HidroBoost 2400 Home&Car M";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";0;0;0;0;0;0
07389;"Colchón Flow PureVital 4990";"Descanso";"Descanso";"Descanso";0;0;0;0;0;185
07645;"Colchón Flow Hybrid T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07523;"Flow PureVital 4500 CecoFresh 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07661;"Colchón Flow One T 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
01387;"Microondas encastrable GrandHeat 2350 Built-In Black";"PAE Cocina";"Microondas";"Microondas encastrables con plato";0;0;0;0;0;530
07650;"Colchón Flow Original T 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08096;"Robots aspiradores Conga Flash Connected Titanium M";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
07632;"Colchón Flow Genuine T 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07639;"Colchón Flow Two T 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07642;"Colchón Flow Two T 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07649;"Colchón Flow Hybrid T 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07520;"Flow PureVital 4500 CecoFresh 180x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07810;"	Calefactores exterior Ready Warm 8100 Power Quartz M";"Cuidado del aire";"Calefacción";"Calefactores de exterior";0;0;0;0;0;0
08141;"Hidrolimpiadoras HidroBoost 1600 Car&Bike M";"Aspiración y Limpieza";"Hidrolimpiadoras";"Hidrolimpiadoras a presión";0;0;0;0;0;0
07173;"Bicicleta estática DrumFit Cycle 9000 Talos X";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";53;53;53;0;0;0
07172;"Bicicleta estática DrumFit Cycle 9000 Talos Pro X";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";52;52;52;0;0;0
07636;"Colchón Flow Genuine T 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
05846;"Robot aspirador Conga Eternal Pet Vital";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
07527;"Flow PureHybrid 5000 135x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
05876;"Climatizador evaporativo EnergySilence 5500 Pure Tech";"Cuidado del aire";"Ventilación";"Climatizadores";0;0;0;0;0;0
05877;"Ventilador de pie EnergySilence 535 2in1";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05878;"Ventilador de techo EnergySilence Aero 4260 Mint";"Cuidado del aire";"Ventilación";"Ventiladores de techo";20;-2;-2;0;0;100
05896;"Ventilador de techo EnergySilence Aero 495";"Cuidado del aire";"Ventilación";"Ventiladores de techo";4;0;0;0;0;0
05904;"Ventilador de pie EnergySilence 530 Power Connected White";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;-1;-1;0;0;0
L5227;"SS23RO17-XS-Kimono Corto Cinturón";"Ropa";"Ropa";"Ropa";7;7;7;0;0;0
05923;"Ventilador de torre EnergySilence 8090 Skyline";"Cuidado del aire";"Ventilación";"Ventiladores de torre";0;0;0;0;0;0
08757;"Colchón Flow One + 120x190";"Descanso";"Descanso";"Descanso";6;6;6;0;0;7
07856;"ALMOHADA FLOW PURESNOW 70 CM";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
08379;"Bicicletas estáticas e indoorDrumFit Indoor 7000 Magno M";"Aspiración y Limpieza";"Aspiradores de mano";"Aspiradores de mano";0;0;0;0;0;0
05933;"Ventilador industrial EnergySilence 3000 Pro";"Cuidado del aire";"Ventilación";"Ventiladores industriales";0;0;0;0;0;0
02624;"TV LED A3 series ALH30075";"Gama Marrón";"Televisores";"Televisores LED";398;398;398;0;0;231
08699;"Colchón Flow ViscoCare 1900 110x190";"Descanso";"Descanso";"Descanso";7;7;7;0;0;9
08703;"Colchón Flow ViscoCare 1900 140x190";"Descanso";"Descanso";"Descanso";9;9;9;0;0;16
08706;"Colchón Flow PureVital 2990 110x190";"Descanso";"Descanso";"Descanso";8;8;8;0;0;7
08707;"Colchón Flow PureVital 2990 110x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;4
08709;"Colchón Flow PureVital 2990 120x200";"Descanso";"Descanso";"Descanso";12;12;12;0;0;3
08711;"Colchón Flow PureVital 2990 140x200";"Descanso";"Descanso";"Descanso";10;10;10;0;0;7
08806;"Colchón Flow PureVital 2990 160x190";"Descanso";"Descanso";"Descanso";9;9;9;0;0;5
08832;"Colchón Flow PureVital 2990 180x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;7
08712;"Colchón Flow PureVital 3990 100x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;6
08713;"Colchón Flow PureVital 3990 110x190";"Descanso";"Descanso";"Descanso";5;5;5;0;0;3
08714;"Colchón Flow PureVital 3990 110x200";"Descanso";"Descanso";"Descanso";13;13;13;0;0;13
08716;"Colchón Flow PureVital 3990 120x200";"Descanso";"Descanso";"Descanso";14;14;14;0;0;0
08717;"Colchón Flow PureVital 3990 140x190";"Descanso";"Descanso";"Descanso";21;21;21;0;0;5
08807;"Colchón Flow PureVital 3990 160x190";"Descanso";"Descanso";"Descanso";11;11;11;0;0;9
08719;"Colchón Flow PureVital 4990 100x200";"Descanso";"Descanso";"Descanso";14;14;14;0;0;77
08720;"Colchón Flow PureVital 4990 110x190";"Descanso";"Descanso";"Descanso";8;8;8;0;0;5
08722;"Colchón Flow PureVital 4990 120x190";"Descanso";"Descanso";"Descanso";9;9;9;0;0;3
08723;"Colchón Flow PureVital 4990 120x200";"Descanso";"Descanso";"Descanso";9;9;9;0;0;2
08724;"Colchón Flow PureVital 4990 140x190";"Descanso";"Descanso";"Descanso";14;14;14;0;0;5
08808;"Colchón Flow PureVital 4990 160x190";"Descanso";"Descanso";"Descanso";8;8;8;0;0;0
08834;"Colchón Flow PureVital 4990 180x190";"Descanso";"Descanso";"Descanso";5;5;5;0;0;7
08726;"Colchón Flow PureVital 5990 100x200";"Descanso";"Descanso";"Descanso";14;14;14;0;0;0
08727;"Colchón Flow PureVital 5990 110x190";"Descanso";"Descanso";"Descanso";7;7;7;0;0;0
08728;"Colchón Flow PureVital 5990 110x200";"Descanso";"Descanso";"Descanso";12;12;12;0;0;4
L5172;"SS23RO05-XS-Vestido Camisero Mini";"Ropa";"Ropa";"Ropa";3;3;3;0;0;0
08730;"Colchón Flow PureVital 5990 120x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;0
08731;"Colchón Flow PureVital 5990 140x190";"Descanso";"Descanso";"Descanso";12;12;12;0;0;0
08732;"Colchón Flow PureVital 5990 140x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;7
08809;"Colchón Flow PureVital 5990 160x190";"Descanso";"Descanso";"Descanso";6;6;6;0;0;6
08733;"Colchón Flow 6990 Hybrid 100x200";"Descanso";"Descanso";"Descanso";11;11;11;0;0;1
08735;"Colchón Flow 6990 Hybrid 110x200";"Descanso";"Descanso";"Descanso";14;14;14;0;0;6
08738;"Colchón Flow 6990 Hybrid 140x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;8
08739;"Colchón Flow 6990 Hybrid 140x200";"Descanso";"Descanso";"Descanso";16;16;16;0;0;9
08813;"Colchón Flow 6990 Hybrid 160x190";"Descanso";"Descanso";"Descanso";12;12;12;0;0;2
08740;"Colchón Flow 7990 Hybrid 100x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;7
08741;"Colchón Flow 7990 Hybrid 110x190";"Descanso";"Descanso";"Descanso";14;14;14;0;0;8
08742;"Colchón Flow 7990 Hybrid 110x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;9
08743;"Colchón Flow 7990 Hybrid 120x190";"Descanso";"Descanso";"Descanso";7;7;7;0;0;5
08744;"Colchón Flow 7990 Hybrid 120x200";"Descanso";"Descanso";"Descanso";9;9;9;0;0;1
08745;"Colchón Flow 7990 Hybrid 140x190";"Descanso";"Descanso";"Descanso";12;12;12;0;0;13
08814;"Colchón Flow 7990 Hybrid 160x190";"Descanso";"Descanso";"Descanso";8;8;8;0;0;5
08747;"Colchón Flow 8990 Hybrid 100x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;4
08749;"Colchón Flow 8990 Hybrid 110x200";"Descanso";"Descanso";"Descanso";16;16;16;0;0;5
08752;"Colchón Flow 8990 Hybrid 140x190";"Descanso";"Descanso";"Descanso";7;7;7;0;0;8
08815;"Colchón Flow 8990 Hybrid 160x190";"Descanso";"Descanso";"Descanso";13;13;13;0;0;13
08754;"Colchón Flow One + 100x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
08755;"Colchón Flow One + 110x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08756;"Colchón Flow One + 110x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08758;"Colchón Flow One + 120x200";"Descanso";"Descanso";"Descanso";5;5;5;0;0;6
08759;"Colchón Flow One + 140x190";"Descanso";"Descanso";"Descanso";3;3;3;0;0;7
08760;"Colchón Flow One + 140x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;9
08822;"Colchón Flow One + 160x190";"Descanso";"Descanso";"Descanso";6;6;6;0;0;6
08848;"Colchón Flow One + 180x190";"Descanso";"Descanso";"Descanso";0;-2;-2;0;0;0
08860;"Colchón Flow One + 200x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;2
08761;"Colchón Flow Original + 100x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08762;"Colchón Flow Original + 110x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;3
08763;"Colchón Flow Original + 110x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08764;"Colchón Flow Original + 120x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;2
08765;"Colchón Flow Original + 120x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;2
08766;"Colchón Flow Original + 140x190";"Descanso";"Descanso";"Descanso";5;5;5;0;0;3
08767;"Colchón Flow Original + 140x200";"Descanso";"Descanso";"Descanso";9;9;9;0;0;3
08823;"Colchón Flow Original + 160x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;6
08861;"Colchón Flow Original + 200x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;2
08768;"Colchón Flow Hybrid + 100x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08769;"Colchón Flow Hybrid + 110x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08770;"Colchón Flow Hybrid + 110x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
08771;"Colchón Flow Hybrid + 120x190";"Descanso";"Descanso";"Descanso";6;6;6;0;0;0
08772;"Colchón Flow Hybrid + 120x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
08776;"Colchón Flow Two + 110x190";"Descanso";"Descanso";"Descanso";2;2;2;0;0;2
08778;"Colchón Flow Two + 120x190";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
08780;"Colchón Flow Two + 140x190";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
08781;"Colchón Flow Two + 140x200";"Descanso";"Descanso";"Descanso";7;7;7;0;0;0
08825;"Colchón Flow Two + 160x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08782;"Colchón Flow Genuine + 100x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
08783;"Colchón Flow Genuine + 110x190";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
08784;"Colchón Flow Genuine + 110x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
08785;"Colchón Flow Genuine + 120x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
